use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
anchovy_butter#n#7872871,
reputation#n#14462760,प्रतिष्ठा,मर्यादा,नेकनामी,नामवरी,यश,इज्जत,शोहरत
Aldebaran#n#9215340,रोहिणी तारा
color_scheme#n#7980758,
elastase#n#14873710,
Thysanocarpus#n#11919496,
Demotic#a#2721408,
Galvani#n#11008883,
blue_jasmine#n#11750484,
whirler#n#4585994,
Kashmiri#n#6985534,
electronic#a#2729233,
box_coat#n#2888474,
Iridoprocne#n#1597971,
genus_Eucalyptus#n#12355203,
round_hand#n#6362493,
Alka-seltzer#n#14801083,
Clinopodium#n#12864604,
hotel_occupancy#n#13841041,
semidiameter#n#5109562,
billow#n#7363145,तरंग
freshwater_bream#n#2565813,
ordinary#n#3859254,जो सब के काम आवे,सब के प्रयोग कि वस्तु
autocatalytic#a#2662401,
Cordaitales#n#11626830,
xylene#n#15130710,
greater_scaup#n#1854214,
accumulator#n#2675932,
swimming_event#n#7485685,
Wynnea#n#13055191,
Joachim#n#11105257,
paramagnetism#n#11500921,
marmorean#a#3006380,
Anglo-Jewish#a#2934003,
swamp_dewberry#n#12676366,
recall#n#7205500,फिर से बुलाहट,खण्डन,प्रत्याहार
humic#a#2755019,
margrave#n#10313522,
prune_cake#n#7649352,
reciprocity#n#41158,परस्पर कर्तव्य,अन्योन्य भार,एक दूसरे पर भार
macaronic#a#2769100,
Algren#n#10833315,
cockateel#n#1822375,
Marceau#n#11175804,
Aleutian#a#2615219,
yellow-bellied_sapsucker#n#1843929,
Turin#n#8828072,टोरीनो
witness#n#10806193,गवाही,साक्ष्य,प्रमाण,सबूत,२. गवाह,साक्षी,साखी
English_Civil_War#n#1306612,अंग्रेज़ी गृहयुद्ध
filly#n#2379331,घोडे की बछेडी,२. छिछोडी लडकी
brooding#n#13462985,
leatherleaf#n#12254835,
Lyons#n#8333276,ल्यों
chain#n#3003540,श्रृंखला,सिकडी,जंजीर,हथकडी,२. करधनी,तोडा
orchestration#n#1010743,
Seaman#n#11310643,
Heterobasidiomycetes#n#13018192,
Tebaldi#n#11354312,
presenile_dementia#n#14419359,अलजाइमर रोग
pyxie#n#12272257,
insentience#n#5013933,
Kreisler#n#11130781,
betrothal#n#1038810,वाग्दान
Holocaust#n#1248018,यहूदी नरसंहार
chorioallantois#n#1476261,
faction#n#8268798,उपद्रवी दल,२. विरोध,३. बलवा,४. हलचल,५. उपद्रव
Maianthemum#n#12493910,
silver_fox#n#2122011,
caducous#a#1763094,
Wood#n#11415890,लकड़ी
judicial#a#2763977,न्यायिक,न्यायालय के उपयुक्त,न्याय संबन्धी,धर्मशास्त्रानुसार
Microstomus#n#2662297,
Loos#n#11158075,
Fiedler#n#10990480,
areolar#a#2651397,
Braunschweig#n#8790384,ब्रंजविक
Lyons#n#8333494,ल्यों
halter#n#2154864,
vaginitis#n#14381740,योनिशोथ
Ibsenian#a#3044773,
balletic#a#2668748,
subsumption#n#5743947,
conenose#n#2247167,
postwar#a#131089,
Oligoplites#n#2580163,
water_moccasin#n#1757174,
potlatch#n#7469911,
hyperbilirubinemia#n#14342354,बिलीरुबिन
cellular#a#2696036,
Secotiales#n#13067976,
drosophila#n#2200341,
Tanganyika#n#9057780,
birth_trauma#n#14308963,
push-bike#n#4033289,सायकिल
punch_pliers#n#4030531,
direct_antonym#n#6316706,
cockney#n#6960779,लन्दन नगर का रहनेवाला,मूर्ख पुरवासी
disjunctive_conjunction#n#13822327,
metal_detector#n#3757248,धातु संसूचक
chill#n#7552647,
Ki#n#9541917,
sassaby#n#2425037,
Petrogale#n#1881444,
keratoacanthoma#n#14262579,
wheeze#n#5917978,घरघराहट (व्हीज़)
idealism#n#5159943,माया वाद,बाह्य शून्य वाद
chichipe#n#11869336,
exogenous#a#876559,
washer#n#4562157,धोनेवाला,२. रगड रोकने के लिये चमडे आदि का छल्ला
Quiscalus#n#1576911,
Waller#n#11392237,
intervenor#n#10232704,
pickelhaube#n#3936093,
Amen-Ra#n#9534654,अमुन
biped#n#2159937,
foray#n#788961,धावा,आक्रमण,एकाएक चढाई
creeping_oxalis#n#12724317,
tympanoplasty#n#695673,
Hackelia#n#12840713,
Bermudan#a#3059432,
witch-hunt#n#427278,
Brugmansia#n#12920093,
walnut_oil#n#7691280,
protractor#n#4022302,चाँदा
succeeding#a#128168,
Sciadopitys#n#11680572,
replication#n#13571119,उत्तर,जवाब,प्रत्युत्तर जो मुद्दी वा वादी देवे
denier#n#10022945,
viaduct#n#4539965,पुल,सेतु
penalty_box#n#3914027,
Tallis#n#11349803,
daybed#n#3169762,
Dalbergia#n#12542352,
world_affairs#n#1109454,
chloric_acid#n#14634960,
watercress#n#7748880,
echocardiography#n#833967,इकोकार्डियोग्राफी
Russulaceae#n#13030824,
Planck#n#11258896,मैक्स प्लांक
hatchet#n#3504106,कुल्हाडी,बसूला
Leiopelma#n#1647919,
myxedema#n#14144982,मिक्सोडेमा
Japanese_privet#n#12328964,
Unitarian#a#2967542,
Livy#n#11155981,
Wavell#n#11397310,
venial_sin#n#759386,
baby_blue-eyes#n#12857097,
rock_gunnel#n#2617928,
donor#n#10045783,दाता
fug#n#14545556,
anti-racketeering_law#n#6545030,
mystic#a#2874529,छिपा हुआ,गुप्त,अमकट,गूढ
Maimonides#n#11169985,
white_mullein#n#12910172,
visual_range#n#5024923,
brougham#n#2910621,
Aptenodytes#n#2059075,
recoilless#a#2798451,
allyl#n#14641605,
tack#n#4390217,कंटिया,छोटा कांटा,२. पाल की रस्सी,३. जहाज या नौका का मार्ग
Mull#n#8914238,
vulcanizer#n#10781187,
heavy_water#n#14751687,भारी जल
ecdemic#a#1430475,
smegma#n#5424506,
upland_sandpiper#n#2032360,
Joule#n#11112730,जूल (इकाई)
Georgetown#n#8968477,
blue_pimpernel#n#12888779,
adult_respiratory_distress_syndrome#n#14078534,
barbituric_acid#n#14796877,बार्बिट्यूरिक अम्ल
follow-on#n#458062,
note#n#4734952,चिह्न,निशान,लक्षण,२. छोटी चिठ्ठी,३. ऋण की स्वीकृति,रसीद,रक्का,४. ध्वनि,तान,स्वर,५. ध्यान,अवधान,६. ख्याति,कीर्ति,प्रतिष्ठा,७.लेख
traumatic#a#2956209,
grid#n#3463685,
Junkers#n#11114770,
uninflected#a#703321,
petrolatum_gauze#n#3926506,
plank-bed#n#3962807,
prophetic#a#1887795,
Thamnophilus#n#1556261,
cabin#n#2935403,कोठरी,कमरा,जहाज का कमरा
lymphatic#a#2841916,
aperiodic#a#1977529,
toluic_acid#n#15100163,
Allied#a#2623356,
renter#n#10540397,किरायेदार,आसामी,भडौत
tagalong#n#10708167,
Cortinariaceae#n#13094844,
camp#n#2948616,पडाव,छावनी,डेरा
palestra#n#3884208,
drive#n#3247921,गाडी में भ्रमण,२. गाडी का पथ,३. मशीन
Pylodictus#n#2522646,
Chad#n#8737870,चाड
Strickland#n#11342339,
algometer#n#2699428,
regional#a#2883162,
Sikh#n#10617757,सिख
Barbados#n#8773047,बारबाडोस
Porto#n#9008744,
heart_murmur#n#14358219,
alfalfa#n#7817755,अल्फाल्फा
wheatworm#n#1935284,
stasis#n#14036720,
coronet#n#3116215,
absorption#n#13445356,
stuff#n#5930937,असबाब,कपडा,माल,२. तुच्छ वस्तु,रद्दी
purple_onion#n#7738633,
plague#n#7331203,महामारी,प्लेग,तकलीफ,बला,विपत्ति,दुखदायक वस्तु
Gallaudet#n#11008055,
burgoo#n#7605295,
studio#n#4351622,
Holocentridae#n#1452922,
pungapung#n#11803347,
Lipchitz#n#11153768,
genus_Reseda#n#12405736,
security#n#824977,सुरक्षितता,निर्भयता,निश्चितता,बचाव,२. विश्वास,३. बीमा,४. बन्धक,जमानत
fifth_column#n#8376680,
Chopin#n#7292961,
syncope#n#7147437,
Millikan#n#11200466,
Hohenlinden#n#1283285,
mind#n#5991800,मनस,मानस,चित्त,हृदय,दिल,समझ,बुद्धि,२. इच्छा,अभिप्राय,रुचि,मत,राय,३. स्मृति,स्मरण
Passiflora#n#12403773,
butternut#n#7787867,
epithet#n#7216971,विशेषण,लक्षण,नाम,२. उपाधि
stoning#n#1166884,
domestic#a#1042490,घरेलू,२. पालतू
board_of_regents#n#8340588,
mentalism#n#5981874,
uncharged#a#360031,
quadruplet#n#10517230,
grisaille#n#3465458,
demonstration#n#6892230,प्रमाण,सिध्दि,दिखावा,निरूपण,प्रतिपादन,
trisomy#n#14528160,
shock#n#7979114,धक्का,धमक,संघर्ष,टक्कर,मुठभेड,आक्रमण,लडाई,अपराध,२. दहल,सदमा,धक्का,नसों की झनझनाहट
apothegmatic#a#2645872,
rose_window#n#4117272,
sweet_lemon#n#12732577,मौसम्बी
childs_body#n#5226694,
aural#a#2659552,
smallholding#n#13270144,
Anhima#n#1863354,
anseriform_bird#n#1848118,
hair_shirt#n#3481665,
oka#n#13740679,
lesser_rorqual#n#2068060,
categorematic#a#2603205,
ectoparasite#n#1387971,परजीविता
Onsager#n#11235374,
Dromaeosauridae#n#1720307,
Ramayana#n#6475694,रामायण
interdisciplinary#a#3072655,
treasure_trove#n#13392528,
Waldheim#n#11390649,
double_cream#n#7867419,
magnoliid_dicot_genus#n#11592358,
pitch_pipe#n#3956923,
evoked_potential#n#11514476,
Dovyalis#n#12399063,
Verrazano#n#11383925,
brine#n#7953443,खारा पानी,२. समुद्र,३. आंसू
Ameiurus#n#2521621,
invalidism#n#14085972,
Massasoit#n#11183572,
California_four_oclock#n#11860536,
sectarian#a#2098854,सम्प्रदाय,विशेष सम्बन्धी,साम्प्रदायिक,साम्प्रदायिक भाव रखनेवाला
Cooper#n#10928879,
Doris#n#8801296,
needleworker#n#10371012,
oddity#n#4805073,विषमता,२. अनोखा आदमी,अद्भुत वस्तु
Eisenstaedt#n#10975274,
Haemopis#n#1941259,
quincentennial#n#15276832,जयंती
Hampton#n#11047123,हैम्पटन,लंदन
Nemertea#n#1931001,
cooperative#n#1102782,
uratemia#n#14595898,
cohesion#n#13470887,लगाव,संयोग,सटाव,संशक्ति,संबंध
coverlet#n#3128204,
tentorium#n#5615157,
malabsorption#n#13532032,
arquebus#n#2745075,
tube#n#5253854,नल,नली,चोंगा,टोंटी
dustmop#n#3263608,
slice_bar#n#4244280,
overpopulation#n#8195853,
sting_operation#n#781235,
splat#n#7409903,
Litocranius#n#2423321,
fat_embolism#n#14125050,
branchial#a#2680755,
gaskin#n#2466544,
testify#v#1016830,साक्षी होना,गवाही करना,प्रमाणीकरणना
hydatid_mole#n#14216424,
literary#a#2841386,इल्मी
undertone#n#7097328,
genus_Chlamydia#n#1375185,
Trinity_Sunday#n#15217484,
bombardier#n#9883835,
fiduciary#a#2859273,विश्वास संबंधी,विश्वास पद का
caloric#a#2686183,
Limnobium#n#12634729,
Marlowe#n#11177709,
spring_cress#n#11903290,
Luyia#n#7006749,
Leitneria#n#11763214,
application#n#6524571,प्रार्थना पत्र,परिश्रम,लगाव,संप्रयोग,निवेदन,संबंध,उपयोग
biology#n#11493888,जीवविज्ञान,जीव और उद्भिज शरीर की विद्या
fin#n#2468763,मछली का पर
Langmuir#n#11136865,
aphaeretic#a#2642606,
Apus#n#1835022,स्वर्गपक्षी तारामंडल
barred_owl#n#1625751,
Lorre#n#11158914,
Hemiascomycetes#n#13045523,
Inachis#n#2281779,
oriental_poppy#n#11922446,
aliyah#n#6709754,
washout#n#13942206,
little_brother#n#10287008,
cunning#n#4884083,चतुराई,सयानापन,धूर्तता,कपट
Pantotheria#n#1876263,
Bartlett#n#10856458,
hysterocatalepsy#n#14417267,
Hydrastis#n#11755794,
teacher-student_relation#n#13862752,
English_elm#n#12428395,
insanity_plea#n#6573735,
sissoo#n#12543399,शीशम
soldiering#n#5648029,वैज्ञानिक प्रबन्धन
bald-faced_hornet#n#2216315,
ballet_position#n#5087589,
Orobanchaceae#n#12894991,
deviationist#n#10029897,
garlic_salt#n#7829385,
coal_miner#n#9951966,कोयला खनन
wind_generation#n#11547345,
article#n#6335662,वस्तु,चीज,२. दफा,धारा,३. लेख,निबन्ध,४. एक शब्द वर्ग
operator#n#10398111,
tire_iron#n#4448227,
stink_bell#n#12473178,
Wilsonian#a#2707252,
exorcist#n#10091975,
grouseberry#n#12269639,
self_acceptance#n#4645829,
concern#n#5678554,काम,चिन्ता,संबन्ध,प्रयोजन
Italic#a#3087090,
Messiah#n#7056151,
common_fennel#n#12960042,
theremin#n#4426777,थेरेमिन
shoe_bomb#n#4207181,
Muybridge#n#11218598,
dog_paddle#n#571609,
Leipzig#n#8788949,लिपजिग
inchoative#n#13827668,
solitary_vireo#n#1605641,
Oniscidae#n#1994330,
Triostium#n#12700473,
olive-tree_agaric#n#13028389,
fire#n#7435035,आग,जलन,अग्नि,२. उत्साह,जोश,३. क्रोध,४. तोपों की बाढ
Oread#n#9572772,
Andromeda_galaxy#n#8288577,एण्ड्रोमेडा गैलेक्सी
mnemonist#n#10343867,
Berkshires#n#9241985,
Demosthenic#a#3042029,
Somerset#n#8903406,समरसेट
germ_theory#n#6118094,
pilot_balloon#n#3945227,
Muller#n#11215285,
uricaciduria#n#14596496,
Blighty#n#8893374,
dowse#n#5784676,
Gymnogyps#n#1622644,
alienee#n#9802978,
grounding#n#149656,
Saluki#n#2094483,
fadeout#n#7445969,
philogyny#n#7516565,
duty#n#720746,कर्तव्य,२. चुंगी,कर
consideration#n#4848589,सोच विचार,विचारण,विवेचन,विचार,चिन्ता,ध्यान,२. लिहाज,३. निमित्त,हेतु,४. आदर,मान,महत्व,५. बदला,पलटा,प्रतिफल
crucible_steel#n#14827453,
amaurotic#a#2626221,
downspin#n#267404,
water_lobelia#n#12189616,
lagniappe#n#13292820,
heroin_addict#n#10193250,
straight-arm#n#171871,
Tatum#n#11352887,
Rodolia#n#2169326,
Acanthisitta#n#1591499,
musca_volitans#n#14388524,
Tringa#n#2030384,
Smyrnium#n#12966468,
bisectional#a#2848289,
diamagnetic#a#2722335,
jittery#a#2763637,
price-fixing#n#1072632,
modulus#n#13608966,
Vuillard#n#11389546,
Gulu#n#9066569,
Tocqueville#n#11364332,
lateralization#n#6001509,
Sacagawea#n#11297490,
bath_linen#n#2810445,
capitulum#n#13148915,
finger-painting#n#3347072,
chaparral_mallow#n#12203543,
tight_end#n#10730427,
Byelorussian#n#9715375,
Sarpedon#n#9524659,
security#n#13365086,सुरक्षितता,निर्भयता,निश्चितता,बचाव,२. विश्वास,३. बीमा,४. बन्धक,जमानत
positron_emission_tomography#n#904074,पॉजि़ट्रान उत्सर्जन टोमोग्राफी
chicken#n#7472727,मुर्गी का बच्चा,चूजा,कुक्कुटशाव,चिंगना
Tolypeutes#n#2457630,
Socinian#n#10639728,
Russia#n#9025184,रूस
Vega#n#9493042,अभिजित् तारा
cockspur_thorn#n#12648108,
brainworker#n#9892462,
parametric#a#2922659,
ceramics#n#937062,
Beta#n#11852577,
Strelitzia#n#12374891,
genus_Rauwolfia#n#11795629,
cocktail_party#n#7463208,
climatic_zone#n#8559644,जलवायु
Anoplura#n#2186349,
Pygmy#n#10516074,पिग्मी
lean-to_tent#n#3658152,
California_nutmeg#n#11669601,
ribbed_vault#n#4094821,
bacteria_species#n#1356052,
proteomics#n#6086826,प्रोटीनोमिक्स
Gay-Lussac#n#11013094,
Tarrietia#n#12221683,
Fulton#n#11005834,
goat_cheese#n#7869536,
startle_response#n#866709,
chicken_salad#n#7824455,
cerebral_artery#n#5348754,
acarophobia#n#14405137,
rattrap#n#14432689,
homocercal#a#2601024,
unfashionable#a#977035,
catherine_wheel#n#2987783,
flash_memory#n#3364282,फ्लैश मेमोरी
water_star_grass#n#12631501,
Mandrillus#n#2489418,
yellow-breasted_chat#n#1572612,
Dachau#n#3162925,
Howard#n#11082280,
atole#n#7719260,
knife_edge#n#3629706,
rearview_mirror#n#4067059,
overpressure#n#11516364,
whirl#n#7456668,घुमेरी,घुमाव,चक्कर,घूर्णन
khaki#n#3620615,
diastasis#n#14317856,
lignite#n#14839433,लिग्नाइट
staphylococcal_enterotoxin_B#n#15075262,
Eiffel#n#10974031,
engine#n#11437675,कल,यन्त्र,अंजन,साधन,युक्ति
attosecond#n#15260337,
press_lord#n#10489371,
mixer#n#7929420,
be-all_and_end-all#n#5874038,
genus_Tithonia#n#12046318,
vacuousness#n#5655296,
common_osier#n#12751789,
giant_taro#n#11802735,
Nov-Latin#n#6910157,
Centrosema#n#12533452,
Erie#n#9158148,
pen#n#1861486,लेखनी,कलम,२. घेरा,बाडा,खडका
benzocaine#n#2833905,
echo_chamber#n#3268932,
condensed_milk#n#7862447,
Denisonia#n#1750107,
wavelength#n#6218000,तरंगदैर्घ्य
tank_top#n#4397664,
Zabrze#n#9006827,
goldilocks#n#11954708,गोल्डीलॉक्स
world#n#7982551,विश्व,दुनिया,जगत,संसार,२. पृथ्वी,भूमि,३. मनुष्य जाति,४. विश्व लोक,संसार की वस्तुएं,५. बहुत लोग,भीड,५. बहुत,बहुतायात,६. लौकिक व्यवहार,दुनियादारी का बर्ताव,७.किसी विभाग या क्षेत्र से संबंधित जन और वस्तु संसार,८.सर्वसाधरण लोग
hairball#n#9323950,
heat_pump#n#3514752,ऊष्मा पम्प
wish#n#5799610,इच्छा,अभिलाषा,मनोरथ,अभिलाषा की वस्तु,प्रार्थना,बुलावा
convenience_food#n#7609120,
geometric_series#n#5872064,गुणोत्तर श्रेणी
gamma_acid#n#14636158,
camwood#n#12529614,
back_matter#n#6402448,
quirk_molding#n#4042110,
miller#n#3771579,चक्की चलाने वाला,पिसन हारा
Chelydra#n#1668743,
pothead#n#10479759,
rugged_individualism#n#5972166,व्यक्तिवाद
coattail#n#3063239,
alternator#n#2702923,अल्टरनेटर
Athos#n#8802984,
graceful#a#1142852,सुशोभित,सुन्दर,सुडौल,सजीला,योग्य,चारु,सुभग
cryocautery#n#3146642,
Nyiragongo#n#9199741,नीरागोंगा
craze#n#4700622,पागलपन,सिडीपन,बावलापन,सनक
grandstander#n#10162891,
Loranthus#n#12758505,
Dayton#n#9153885,
Treasury#n#10747110,
mark#n#6811608,निशान,चिह्न,पहचान,मोहर,लक्षण
wren-tit#n#1595923,
dry_cleaning#n#253036,सूखी धुलाई
extrinsic#a#1351889,
everyman#n#10087600,
Pinnotheridae#n#1982969,
standing#n#6508107,स्थायित्व,अस्तित्व,ठहराव,२. पद,प्रतिष्ठा,पदवीबल,३. खडा होने का बल,ठहरने का बल
Goldsboro#n#9151481,
Osborne#n#11237658,
gasmask#n#3429235,गैसत्राण
inflation#n#7423855,मुद्रा स्फीति
bilberry#n#12268876,
Illinois#n#6922910,इलिनॉय
sort#n#4753502,जाति,२. भांति,प्रकार,ढंग,३. अक्षरों का मेल
angulation#n#1000456,
Adonis#n#11744998,
kapuka#n#12970121,
Cuon#n#2118427,ढोल
Heimdall#n#9603847,
blood#n#4636104,रक्त,खून,लहू,२. वंश,कुल,गोत्र,३. स्वभाव
ChiMwini#n#7005369,
Rilke#n#11282564,
personalize#v#388736,
Seneca_snakeroot#n#12726738,
acanthosis_nigricans#n#14245406,
indiscreet#a#776668,
bilimbi#n#12725273,
tongue#n#5308571,जीभ,२. बोली,भाषा
Trondheim#n#8783456,
nativist#a#3000261,
boliviano#n#13713127,
tunnel_vision#n#14580683,
breed#n#5848056,कुल,वंश,झोल,
Psithyrus#n#2212407,
holographic#a#3012786,
sorghum#n#7876079,ज्वार
banging#n#7391139,
Poncirus#n#12734874,
hope#n#7556441,आशा,आसरा,विश्वास,आश्वसन,उम्मीद,भरोसा
Susanna#n#6470686,
forehand#n#568455,
annoyance#n#5838383,कष्ट,पीडा,दु:ख,छेडछाड,खिझलाहट,दुखद वस्तु
Tuvalu#n#8859192,तुवालू
tribasic_acid#n#14635575,
absolute_magnitude#n#5098183,निरपेक्ष कांतिमान
cargo_hatch#n#2968476,
rapid#n#9428274,द्रुत
leading_lady#n#10271114,
optical_bench#n#3856739,
Symphyla#n#1786025,
margin#n#5127983,कोर,किनारा,हाशिया,उपांत,गोट
doo-wop#n#7075717,
active#a#34823,कर्ता,गुणी,क्रियाशील,उद्यमी,स्फूर्तिमान,फुर्तीला,परिश्रमी,कामकाजी
magazine_article#n#6279667,
abrogator#n#9776642,
adjudicative#a#2614343,
blackout#n#14007567,
impetiginous#a#2758143,
paroxysmal#a#2785611,
submachine_gun#n#4354597,
expression#n#13499408,उच्चारण,वाक्यरीति,प्रकाशन,ढंग,वचन,उक्ति,पद
unction#n#1043706,
aroeira_blanca#n#12785738,
Mazzini#n#11187408,
fight#n#7199051,युद्ध,समर,लडाई
gizzard#n#1976870,
conjunctival_veins#n#5372160,
rhetoric#n#6180214,व्याख्यान विद्या,वक्तृता देने की कला,साहित्य शास्त्र,अलंकार विद्या
worthwhileness#n#5146701,
intracellular#a#2696896,
Bonn#n#8789970,
sweet_sultan#n#11939277,
affixation#n#929509,
areal#a#2651154,
eye#n#3313242,आंख,नेत्र,लोचन,२. विचार,३. लक्ष्य,४. उपस्थिति,५. ध्यान,६. निशाना,७ॅआंद,८ऽंकुर,९ॅहेद,१०ंआका
greater_omentum#n#5437235,
truncheon#n#4498683,छडी,डण्डा,लाठी,सोंटा
kenning#n#7121336,
difference_threshold#n#5720839,
Tunguska#n#9486677,
oleaster#n#12346304,
field#n#8021702,
voluntary#n#7054871,
glory#n#4691697,कीर्ति,बडाई,प्रताप,नामवरी,गौरव,यश
Acre#n#8811162,एकड़
Jimenez#n#11104779,
balletomania#n#5678459,
few-flowered_leek#n#12455139,
Trinectes#n#2667749,
sundrops#n#12365217,
Thai#a#3128319,थाइ,थाई
myxobacteria#n#1381186,
administrivia#n#1139527,
radio_news#n#6696258,
Utrecht#n#8971051,
thirty-second_note#n#6884725,
mechanistic#a#2922425,
Monsignor#n#10349502,
compact-disk_burner#n#3083498,
divinity#n#7621302,दैवत्व
temple_orange#n#7763787,
Julian#n#11114302,
slip#n#7332119,फिसल,खसक,२. भूल,गलती,३. डाली,४. टुकडा,पट्टी
salai#n#12712921,
Bacon#n#10850327,
ingress#n#7336941,
ghoul#n#9566802,
bore#n#5110583,छेद,रन्ध्र,छिद्र,२. सुतारी,बरना,बन्धन,३. तंग करने वाला मनुष्य,४. लहर का चढाव,५. बन्दूक इत्यादि की नली का छेद
laziness#n#1066537,सुस्ती,आलस्य
slaveholder#n#10629612,दासप्रथा (पाश्चात्य)
Fijian#a#3077397,
retrenchment#n#4091201,काट,घटाव,व्योंत,तराश,२. मोर्चाबन्दी,किले का भीतरी भाग
halfback#n#728250,
Numidian#n#10386391,
Bunche#n#10890857,
snapper#n#7813165,
untheatrical#a#800483,
stubbornness#n#4870305,जिद्द,हठ
Toda#n#9695158,
Cassius#n#10906515,
derivation#n#393276,
mosquito_fern#n#12980298,
Sarcostemma#n#13258686,
black_spleenwort#n#13201773,
Sciaenidae#n#2596493,
holly_fern#n#13220868,
Bridgetown#n#8773497,
butterfly_bush#n#12506158,
ramekin#n#4058045,
genus_Suksdorfia#n#12823008,
answering_machine#n#2717662,
biplane#n#2845811,द्विपंखी वायुयान
Burmese#n#9715143,
Galilean#n#10137614,
takeout#n#7610082,
on-line#a#1655325,
Geiger#n#11013503,
rib_joint_pliers#n#4095455,
elbow_pad#n#3273556,
cellulite#n#5277167,सेल्युलाइट
brain_drain#n#1064392,प्रतिभा पलायन
Bonete#n#9249498,
catharsis#n#254444,अरस्तु का विरेचन सिद्धांत
filled#a#3161743,
Stravinsky#n#7293480,
Ezra#n#6447853,
teetotaler#n#10716778,
environmental#a#2954640,
external_oblique_muscle#n#5565472,
tincture#n#4446256,
soul-searching#n#5794876,
swamp_fever#n#14296867,
archducal#a#2649953,
abstemiousness#n#5121562,
unsworn#a#2380151,
offer_price#n#13325530,
paleontological#a#2783465,
Chittagong#n#8868364,चटगाँव (शहर)
fraud_in_fact#n#779710,
vower#n#10780619,
snowy_orchid#n#12088173,
home_truth#n#5827788,
free_time#n#1067611,
streptokinase#n#15085738,
bench_press#n#2832780,
necrobiosis_lipoidica#n#14254070,
cobaltite#n#14696056,
Gettysburg#n#1282108,
mill_agent#n#10337621,
wake_board#n#4551912,
Hebrews#n#8500946,
glove_compartment#n#3446269,
inboard#a#1294357,
Pooecetes#n#1537646,
Melkite#n#10326557,
coup#n#66156,चोट,मार,चातुर्यपूर्ण,आघात,घातक चोट
recidivist#n#10531018,
inanition#n#4642367,भुखमरी
Lully#n#11164850,
pavement_artist#n#10428906,
Irving#n#11093443,
popinjay#n#1819904,
stegosaur#n#1704500,
Gerbera#n#11992069,
wherry#n#4584579,
pataca#n#13712550,
little_sister#n#10287562,
resistance#n#1171807,विरोध,रोक,प्रतिबन्ध,वाधा
earthly#a#1184239,पृथ्वी सम्बन्धी,पार्थिव,सांसारिक
split-pea#n#7741985,
cortico-hypothalamic#a#2994272,
licentiate#n#10278483,
instrumentation#n#7052656,मापयंत्रण
thorax#n#2668173,
ridge#n#9432776,ढालू टीला या पहाडी,२. पीठ
punch#n#7946794,छेनी,वर्मा,२. घूंसा,३. एक प्रकार की मदिरा,चीनी आदी का शरबत,४. मसखरा,भांड,५. कठ पुतली के नाम से खेल का एक रूप
Lymantriidae#n#2288011,
scarlet_pimpernel#n#12112934,
leonine#a#2766073,
wheatflake#n#7721218,
mutative#a#2998764,
armyworm#n#2207559,
nogging#n#3832960,
vernacular#n#7171831,देशी भाषा,प्राकृत भाषा,मातृ भाषा
straight_poker#n#498935,
right_coronary_artery#n#5351621,
serologic#a#2999228,
Bismarckian#a#3040647,
nuclear_winter#n#11454264,
Baku#n#9040796,बाकू
naumachy#n#3816703,
tufted_gentian#n#12318024,
malacostracan_crustacean#n#1978328,
Gloucester#n#8900310,
Pyongyang#n#8975170,प्योंगयांग
snake#n#10635218,सांप,नाग,सर्प
sexagesimal#a#2898419,
perishability#n#4800980,
congou#n#7950918,
strong_breeze#n#11453127,बोफर्ट मापक्रम
susceptible#a#2369003,ग्रहणशील,ग्रहणीय,कोमल
Tegucigalpa#n#8755847,
cisco#n#2542204,
fly-fishing#n#455419,
freewheel#n#3398597,मुक्तचक्र
mujtihad#n#10357626,
Branchiobdellidae#n#1938384,
telephone_order#n#1119197,
wog#n#10806668,
chop-suey_greens#n#7725446,
ash_grey#n#4969239,
posthouse#n#3996256,डाकघर
Ptilocrinus#n#2322991,
raison_detre#n#5802626,
punt#n#4031377,चपटी नाव,डोंगी
Parus#n#1594551,
Ruth#n#11295942,
Mendelssohn#n#11193907,
tripos#n#7214116,
Daubentoniidae#n#2500463,
coronet#n#2464844,
Catoptrophorus#n#2033363,
magnetic#a#2937501,चुम्बकीय,२. आकर्षक,खींचने वाला
Hertfordshire#n#8903034,हर्टफ़र्डशायर
extrusive#a#1358404,
rainbow#n#5959849,मेघधनुष,इन्द्रधनुष
Bellini#n#10862519,
style#n#11697710,शैली,शब्द रचना शैली,भाषा शैली,लेखन पद्धति,२. धूप घडी की सुई,३. लकडी की कलन ,सिलाई,४. पदवी,५. बनावट,रूप
klutz#n#10257632,
safe#n#4132217,सुरक्षित स्थान,शरण स्थान
foie_gras#n#7874173,
white_heather#n#12254515,
cyclodestructive_surgery#n#680231,
channel_capacity#n#15312309,
Alcyone#n#9509769,
game#n#457223,खेल,लीला,बाजी,आखेट,२. शिकार,३. ठठ्ठा उडाना
white_zinnia#n#12054853,
drawing_card#n#3239498,
talking_point#n#6619557,
spasm#n#226974,अकड,मरोड,ऐंठन,आक्षेप,अंगसंकोच
exocrine#a#2926694,
intonation#n#1257565,
Atreus#n#9617930,
pilot_experiment#n#5807079,
King#n#11125044,
spirituality#n#4628671,आध्यात्मिकता
Visayan#n#10775316,
Nauclea#n#12689493,
unsaturated#a#761835,
Caesalpinia#n#12508626,
acetylenic#a#2611108,
